"entity_name","review_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","city","state","zip"
"UP RAILROAD COMPANY","org_rg_8036","1d093997-a99d-4362-b86d-f520cade93af",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,5500,15000,"Roseville | Sacramento","CA","95747 | 95814"
"UNITED","org_rg_8045","eeb78208-88f5-4f8f-98c8-457622533701",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,5000,5000,"Chicago","IL","60606"
"UNITED AIRLINES, INC.","org_rg_8045","3715f4e6-9d56-47d6-9ede-21e465ba49eb","UNITED AIRLINES","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,6500,5000,"Chicago | HOUSTON","IL | TX","60606 | 77002"
"UNITED AUBURN INDIAN COMMUNITY OF AUBURN RANCHERIA","org_rg_8046","86699fc9-f939-4d39-a02b-bba52f166a5b",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,6000,7000,"Sacramento","CA","95814"
"UNITED AUBURN INDIAN COMMUNITY OF THE AUBURN RANCHERIA","org_rg_8046","55c48dde-8d11-4c3d-ad4b-693d592444e7","UNITED AUBURN INDIAN COMMMUNITY OF THE AUBURN RANCHERIA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,11900,7000,"Sacramento","CA","95814"
"UNITED SERVICES AUTOMOBILE ASSOCIATION (USAA)","org_rg_8061","43aaf61b-e67c-4689-8ae6-46088a7cf2ed","UNITED SERVICES AUTOMOBILE ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,5,21000,15000,"Reno | San Antonio","NV | TX","78288 | 89509"
"USAA","org_rg_8061","138f34a7-22e8-43ec-9c52-d547433ef67e",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,5500,15000,"San Antonio","TX","78288 | 78288-0001"
"VASQUEZ & COMPANY LLP","org_rg_8219","6a1784c2-e941-4d42-bea1-f77ac651550d",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,15500,15500,"GLENDALE","CA","91203"
"VASQUEZ + COMPANY LLP","org_rg_8219","2c3ea1dc-18c4-463d-91a2-0098cd41f003",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,2688,15500,"Glendale | Sacramento","CA","91203 | 95814"
"VIEJAS BAND OF KUMEYAAY INDIANS","org_rg_8263","4a0f3285-f2a9-40f3-8977-4c2fcc0eec9c","VIEJAS BAND OF KUMEYAAY INDIANS","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,20,197600,50000,"Alpine | ALPINE","CA","91901 | 91901-1605"
"VIEJAS BAND OF THE KUMEYAAY INDIANS","org_rg_8263","a730fcd1-35c8-4bac-baac-93bc6191fced",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,11800,50000,"Alpine","CA","91901"
"DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA & VICINITY","org_rg_83","d4c3b2df-e77f-41fa-995b-de40e804952d",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","831693",1,2500,5900,"Ontario","CA","91761"
"DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA AND VICINITY PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_83","d4c3b2df-e77f-41fa-995b-de40e804952d",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","831693",1,5900,5900,"Ontario","CA","91761"
"VSP VISION","org_rg_8365","6ddd7a1a-1755-4398-969f-190356e650bd",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,16400,12000,"Rancho Cordova | Sacramento","CA","95670 | 95814"
"VSP VISION CARE","org_rg_8365","9687395d-dbfb-4c7b-b691-fd7f17954cc4",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,12000,12000,"Rancho Cordova","CA","95670"
"WAL-MART STORES, INC","org_rg_8385","62a4559f-78e6-4dd7-8108-8fdb20b8dd42",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,3000,75000,"Bentonville","AR","72716"
"WALMART INC.","org_rg_8385","52a5c10d-2e53-400b-84c5-923c565903e0","WALMART","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,98000,75000,"Bentonville | BENTONVILLE","AR","72716"
"CALIFORNIA ATTORNEYS, ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT PAC AKA CASE PAC","org_rg_84","c0728509-e7fc-4c02-8b32-c487c1ac3bef",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","840154",5,35500,25000,"Sacramento | SACRAMENTO","CA","95814"
"CALIFORNIA ATTORNEYS, ADMINISTRATIVE LAW JUDGES AND HEARING OFFICERS IN STATE EMPLOYMENT PAC AKA CASE PAC","org_rg_84","c0728509-e7fc-4c02-8b32-c487c1ac3bef","CALIFORNIA ATTORNEYS ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","840154",2,3000,25000,"Sacramento","CA","95814"
"CALIFORNIA ATTORNEYS, ADMINISTRATIVE LAW JUDGES, AND HEARING OFFICERS IN STATE EMPLOYMENT AKA CASE PAC","org_rg_84","c0728509-e7fc-4c02-8b32-c487c1ac3bef","CALIFORNIA ATTORNEYS ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","840154",2,10000,25000,"Sacramento","CA","95814"
"WEST COAST UNIVERSITY INC","org_rg_8475","0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,2500,49500,"Irvine","CA","92617"
"WEST COAST UNIVERSITY INC.","org_rg_8475","0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9","WEST COAST UNIVERSITY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,7,61300,49500,"Irvine | IRVINE","CA","92617"
"WEST COAST UNIVERSITY, INC","org_rg_8476","0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,1500,39200,"Irvine","CA","92617"
"WEST COAST UNIVERSITY, INC.","org_rg_8476","0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9","WEST COAST UNIVERSITY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1","1387404",1,39200,39200,"Irvine","CA","92617-3040"
"WEST COAST UNIVERSITY, INC.","org_rg_8476","0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9","WEST COAST UNIVERSITY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,2,15000,39200,"Irvine","CA","92617"
"WESTERN DENTAL SERVICES, INC","org_rg_8491","075645a6-bf4c-4e78-bd1a-b2288fafaab9",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,4900,11800,"Orange","CA","92868-4525"
"WESTERN DENTAL SERVICES, INC.","org_rg_8491","075645a6-bf4c-4e78-bd1a-b2288fafaab9",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,5,24700,11800,"Orange","CA","92868 | 92868-4544"
"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION (ILWU) POLITICAL ACTION FUND","org_rg_85","2fd0006c-91e1-489e-a167-2d040b63db39",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","840228",1,5000,20000,"San Francisco","CA","94109"
"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION POLITICAL ACTION FUND","org_rg_85","2fd0006c-91e1-489e-a167-2d040b63db39",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","840228",1,20000,20000,"San Francisco","CA","94109-6800"
"WESTERN UNITED DAIRIES","org_rg_8517","0e7bd782-af56-4b5b-b69c-846c6114c9aa","WESTERN UNITED DAIRIES","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,2835.52,10000,"Turlock","CA","95380"
"WESTERN UNITED DAIRIES PAC","org_rg_8517","0e7bd782-af56-4b5b-b69c-846c6114c9aa","WESTERN UNITED DAIRIES","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge","771500",1,10000,10000,"Modesto","CA","95354-0917"
"WESTERN UNITED DAIRYMEN","org_rg_8517","cb628dfc-1ce6-4533-aac7-d87f6e63e53b",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,2723.68,10000,"Turlock","CA","95380"
"YUM BRANDS, INC","org_rg_8695","90b16e92-9ca1-4525-a766-8b652498c8ce",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,1500,10000,"Louisville","KY","40213"
"YUM BRANDS, INC.","org_rg_8695","90b16e92-9ca1-4525-a766-8b652498c8ce",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,7,17500,10000,"Louisville","KY","40213 | 40232"
"THE ZENITH INSURANCE COMPANY","org_rg_8713","e61ed0da-8295-4ce8-8157-6555170558f8",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,1500,9800,"Woodland Hills","CA","91367"
"ZENITH INSURANCE COMPANY","org_rg_8713","614e9414-5604-4f5f-8045-8ae1d0832d7a",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,7,18800,9800,"Woodland Hills","CA","91367 | 91367-5005"
"ZUFFA, LLC (IVETTE FERNANDEZ)","org_rg_8719","0341480d-897a-485e-82c0-c5d999c20525",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,5900,5900,"Las Vegas","NV","89102-4390"
"ZUFFA, LLC DBA UFC(IVETTE FERNANDEZ)","org_rg_8719","d08652b8-049c-4855-9b51-63d3d144ee71",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,5100,5900,"Las Vegas","NV","89118"
"ZURICH AMERICAN  INSURANCE COMPANY","org_rg_8720","2071d7b2-04ad-4ae5-8488-2700bcc9e931",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,3,5250,5250,"Schaumburg","IL","60196"
"ZURICH AMERICAN INSURANCE COMPANY","org_rg_8720","2071d7b2-04ad-4ae5-8488-2700bcc9e931",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,11,17650,5250,"Schaumburg | SCHAUMBURG","IL","60196"
"EUREKA POLITICAL ACTION COMMITTEE","org_rg_8723","a76ea8d5-2bc6-4577-8907-421fcd5f5d49",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v2",NA,1,5000,10000,"Washington","DC","20515"
"EUREKA POLITICAL ACTION COMMITTEE (FED PAC ID #C00390161)","org_rg_8723","a76ea8d5-2bc6-4577-8907-421fcd5f5d49",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v2","1400117",1,10000,10000,"Bethesda","MD","20824"
"LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND","org_rg_8724","30a282a2-6c63-4e6f-9f39-cd68868967ba",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v2",NA,1,5000,5000,"Washington","DC","20003"
"LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND (FEC ID #C00458158)","org_rg_8724","30a282a2-6c63-4e6f-9f39-cd68868967ba",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v2","1385462",1,2500,5000,"Washington","DC","20003"
"AMAZON.COM SERVICES LLC","org_rg_8726","05b7278c-aded-43b6-a477-8414bfe50d14","AMAZON","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,2000,15000,"Washington","DC","20003"
"AMAZON.COM SERVICES LLC (ANTHONY WILLIAMS)","org_rg_8726","05b7278c-aded-43b6-a477-8414bfe50d14",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,15000,15000,"Seattle","WA","98109-5210"
"ATRIA MANAGEMENT COMPANY LLC","org_rg_8728","4d2d60f5-d1da-433a-a02d-a627f40a7112",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,10000,10000,"Louisville","KY","40202-1959"
"ATRIA MANAGEMENT COMPANY LLC (CHRIS CULLEN)","org_rg_8728","4d2d60f5-d1da-433a-a02d-a627f40a7112",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2500,10000,"Louisville","KY","40202"
"BERRY PETROLEUM COMPANY LLC","org_rg_8732","5c08ebff-a3e8-4119-92af-72bba2446dcb",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2000,9800,"Bakersfield","CA","93311"
"BERRY PETROLEUM COMPANY LLC(BETH MILLS)","org_rg_8732","5c08ebff-a3e8-4119-92af-72bba2446dcb",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,9800,"BAKERSFIELD","CA","93311"
"BERRY PETROLEUM COMPANY LLC(FERNANDO ARAUJO)","org_rg_8732","5c08ebff-a3e8-4119-92af-72bba2446dcb",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2000,9800,"Bakersfield","CA","93311"
"BLUPEAK CREDIT UNION","org_rg_8734","e32c5987-3ff2-4c78-9488-b0ecb55aaf04",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,10000,"San Diego","CA","92121"
"BLUPEAK CREDIT UNION (INDEP EXPENDITURE ACCOUNT)","org_rg_8734","e32c5987-3ff2-4c78-9488-b0ecb55aaf04",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,200,10000,"San Diego","CA","92121"
"CAL TEX CATTLE CO, INC.","org_rg_8737","c4134cdf-b5c0-4dcd-b315-2dd7d29024ab",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,14015,"Garden Valley","CA","95633"
"CAL TEX CATTLE CO, INC. (RESTRICTED USE ACCOUNT)","org_rg_8737","c4134cdf-b5c0-4dcd-b315-2dd7d29024ab",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,4215,14015,"Garden Valley","CA","95633"
"CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS","org_rg_8738","0a53f8a3-d165-4482-8ba1-4a9e9a4041d6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,49000,"Sacramento","CA","95825"
"CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS (RESTRICTED USE ACCOUNT)","org_rg_8738","0a53f8a3-d165-4482-8ba1-4a9e9a4041d6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,39200,49000,"Sacramento","CA","95825"
"CALIFORNIA RESOURCES CORPORATION AND SUBSIDIARIES","org_rg_8740","e0b9c508-60d6-436c-9af9-25a9b0d62c19",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,8888,8888,"San Francisco","CA","94105"
"CALIFORNIA RESOURCES CORPORATION AND SUBSIDIARIES(CLIO C. CRESPY)","org_rg_8740","e0b9c508-60d6-436c-9af9-25a9b0d62c19",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5900,8888,"Long Beach","CA","90831"
"CALIFORNIA RICE INDUSTRY ASSOCIATION","org_rg_8741","61a24978-65da-420a-8d4b-fcd1eba8923a","CALIFORNIA RICE INDUSTRY ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,9800,49000,"Sacramento","CA","95814"
"CALIFORNIA RICE INDUSTRY ASSOCIATION (RESTRICTED USE ACCOUNT)","org_rg_8741","61a24978-65da-420a-8d4b-fcd1eba8923a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,39200,49000,"Sacramento","CA","95814"
"CENTENE MANAGEMENT COMPANY LLC","org_rg_8744","d031e75f-9f2a-48da-8a9e-585b1423c3d8","CENTENE MANAGEMENT COMPANY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,1500,10200,"St Louis","MO","63105"
"CENTENE MANAGEMENT COMPANY LLC (RESTRICTED USE ACCOUNT)(JAMES ADAMS)","org_rg_8744","d031e75f-9f2a-48da-8a9e-585b1423c3d8",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,10200,10200,"Saint Louis","MO","63105"
"CHARTER COMMUNICATIONS OPERATING, LLC (KARA BUSH)","org_rg_8746","7a9e64c6-d61a-4bac-9f3b-1ac970518664",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,4609.08,15000,"Saint Louis","MO","63131-3673"
"CHARTER COMMUNICATIONS OPERATING, LLC (KERI ASKEW BAILEY)","org_rg_8746","7a9e64c6-d61a-4bac-9f3b-1ac970518664","CHARTER COMMUNICATIONS OPERATING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,15000,15000,"Sacramento","CA","95814-3970"
"COALINGA FEED YARD, INC.","org_rg_8747","536a1347-f088-48ca-8274-163bf36fd646",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,10000,"Coalinga","CA","93210"
"COALINGA FEED YARD, INC. (RESTRICTED USE ACCOUNT)","org_rg_8747","536a1347-f088-48ca-8274-163bf36fd646",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,200,10000,"Coalinga","CA","93210"
"CONVERA","org_rg_8749","ff5201a8-4500-491f-895b-d8dd75bf40b2",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,10000,"Sacramento","CA","95814"
"CONVERA (INDEPENDENT EXPENDITURE ACCOUNT)","org_rg_8749","ff5201a8-4500-491f-895b-d8dd75bf40b2",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,200,10000,"Sacramento","CA","95814"
"DIMENSION ENERGY, LLC","org_rg_8754","9d1f767d-0224-4125-8c86-86c266c0117f",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5900,5900,"Atlanta","GA","30305"
"DIMENSION ENERGY, LLC(SAM YOUNES)","org_rg_8754","9d1f767d-0224-4125-8c86-86c266c0117f",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2000,5900,"Atlanta","GA","30305"
"EDWARDS LIFESCIENCES LLC","org_rg_8757","697cd253-78b5-42d3-b932-18e7cf636f3c","EDWARDS LIFE SCIENCES","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,1500,7500,"Irvine","CA","92614"
"EDWARDS LIFESCIENCES LLC(BERNARD J ZORIGHIAN)","org_rg_8757","697cd253-78b5-42d3-b932-18e7cf636f3c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,7500,7500,"Irvine","CA","92614"
"FOSTER FARMS","org_rg_8762","23122e27-c9f3-4630-9784-9d74bbed8337",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,1320.45,10000,"Livingston","CA","95334"
"FOSTER POULTRY FARMS LLC","org_rg_8762","f471e9bc-75b2-422f-8cc2-a0e279163150",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,4000,10000,"Livingston","CA","95334"
"FOSTER POULTRY FARMS LLC (JAYSON PENN)","org_rg_8762","f471e9bc-75b2-422f-8cc2-a0e279163150","FOSTER POULTRY FARMS","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,10000,10000,"Livingston","CA","95334-1526"
"FOSTER POULTRY FARMS LLC(BILL MATTOS)","org_rg_8762","f471e9bc-75b2-422f-8cc2-a0e279163150","FOSTER POULTRY FARMS","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | map1_bridge",NA,1,3000,10000,"Livingston","CA","95344"
"GOOGLE LLC AND AFFILIATED ENTITIES (ROBERT BIEDERMAN)","org_rg_8767","610f8889-1dfe-454a-b7ce-25adfabdb3d7",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,15000,15000,"Sausalito","CA","94965-3321"
"GOOGLE LLC AND AFFILIATED ENTITIES (WILLIAM FLOYD)","org_rg_8767","610f8889-1dfe-454a-b7ce-25adfabdb3d7",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,3000,15000,"Mountain View","CA","94043-1351"
"GOOGLE LLC AND AFFILIATED ENTITIES(BOB BIEDERMAN)","org_rg_8767","610f8889-1dfe-454a-b7ce-25adfabdb3d7",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,1500,15000,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(MARK ISAKOWITZ)","org_rg_8768","01178a66-cd75-423a-8f11-7fe1ef75dbbd",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,16500,116500,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(ROBERT BIEDERMAN)","org_rg_8768","01178a66-cd75-423a-8f11-7fe1ef75dbbd",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,1e+05,116500,"Mountain View","CA","94043"
"HANSEN RANCHES, LLC","org_rg_8771","5fad42ad-ad53-4f55-a3ab-627c43c00a87",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5000,5000,"Corcoran","CA","93212"
"HANSEN RANCHES, LLC (PHILLIP HANSEN)","org_rg_8771","5fad42ad-ad53-4f55-a3ab-627c43c00a87",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,250,5000,"Corcoran","CA","93212"
"HARBOR DISTRIBUTING, LLC (DAVID K. REYES)","org_rg_8772","de9eca4f-05e8-4c36-ba29-5b7d171dda35",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,1000,20000,"Huntington Beach","CA","92649-1168"
"HARBOR DISTRIBUTING, LLC (LARA DUNBAR)","org_rg_8772","de9eca4f-05e8-4c36-ba29-5b7d171dda35",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,20000,20000,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC(THOMAS A. REYES)","org_rg_8772","de9eca4f-05e8-4c36-ba29-5b7d171dda35",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,1000,20000,"Huntington Beach","CA","92647"
"INVENERGY LLC (MICHAEL POLSKY)","org_rg_8774","8698ec74-221a-4e10-b175-4de6571ef652",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5000,5000,"Chicago","IL","60606-5600"
"INVENERGY LLC(KELLY SPEAKS-BACKMAN)","org_rg_8774","8698ec74-221a-4e10-b175-4de6571ef652",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,1000,5000,"Chicago","IL","60606"
"LGI HOMES CALIFORNIA LLC (EVAN LICHT)(EVAN LICHT)","org_rg_8780","bef01a6e-3b87-4857-b1f6-be3187753c41",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,9875,"Roseville","CA","95661"
"LGI HOMES CALIFORNIA LLC(EVAN LICHT)","org_rg_8780","bef01a6e-3b87-4857-b1f6-be3187753c41",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,75,9875,"Roseville","CA","95661"
"MCDONALD'S USA, LLC","org_rg_8784","9f29d0f0-ba24-462b-801a-e1c74fdba635",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5000,5000,"Chicago","IL","60607"
"MCDONALD'S USA, LLC(LAUREN AGUILAR)","org_rg_8784","9f29d0f0-ba24-462b-801a-e1c74fdba635",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2000,5000,"Chicago","IL","60607"
"MONTEREY PENINSULA SURGERY CENTER, LLC(CARRIE MILLSAP)","org_rg_8789","93a69b6f-1cdc-4f23-996c-69c5adf2e8f3",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,2450,11550,"Monterey","CA","93940"
"MONTEREY PENINSULA SURGERY CENTER, LLC(DAVID AWERBUCK)","org_rg_8789","93a69b6f-1cdc-4f23-996c-69c5adf2e8f3",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9100,11550,"Monterey","CA","93940"
"NEXTERA ENERGY RESOURCES DEVELOPMENT, LLC","org_rg_8790","55f4fd42-a9b5-41d4-9394-b824db9d922a","NEXTERA ENERGY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4",NA,1,3000,9800,"Juno Beach","FL","33408"
"NEXTERA ENERGY RESOURCES DEVELOPMENT, LLC(PEDRO VILLEGAS)","org_rg_8790","55f4fd42-a9b5-41d4-9394-b824db9d922a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,9800,"Juno Beach","FL","33408"
"NIAGARA BOTTLING, LLC","org_rg_8791","ef30e336-5145-4310-a8af-61956ec66840",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,357,15000,"Diamond Bar","CA","91765"
"NIAGARA BOTTLING, LLC (BRIAN HESS)","org_rg_8791","ef30e336-5145-4310-a8af-61956ec66840",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,15000,15000,"Diamond Bar","CA","91765-3922"
"NIAGARA BOTTLING, LLC(MAX ORTA)","org_rg_8791","ef30e336-5145-4310-a8af-61956ec66840",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,500,15000,"Diamond Bar","CA","91765"
"PACHAMAMA RESOURCES INC.","org_rg_8795","76bd537c-c727-4644-9682-bcfd4fc1c2c6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,25000,"San Francisco","CA","94103"
"PACHAMAMA RESOURCES INC. (RESTRICTED USE ACCOUNT)","org_rg_8795","76bd537c-c727-4644-9682-bcfd4fc1c2c6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,15200,25000,"San Francisco","CA","94103"
"PBF HOLDING COMPANY LLC(ARTHUR WARDEN III)","org_rg_8797","776159d8-c6a2-4781-895a-b7c017905d75",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,9800,9800,"Parsippany","NJ","07054"
"PBF HOLDING COMPANY LLC(BETSY BRIEN)","org_rg_8797","776159d8-c6a2-4781-895a-b7c017905d75",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,3500,9800,"Long Beach","CA","90806"
"PRIMA WASTE MANAGEMENT, INC.","org_rg_8799","a6117c8b-1652-44f5-b21f-37edb026d749",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v4",NA,1,5000,10000,"Downey","CA","90241-5620"
