"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"IAM 1186 MACHINISTS LODGE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","72e7a40f-534c-4be4-b48d-211106d2a0ae",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,6,321,38532.9600000001,TRUE,"El Monte","CA","91731"
"IAM 1528 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","ad4426a3-c277-4a23-aeff-0c16f68f75a1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,12,1755,38532.9600000001,TRUE,"Modesto","CA","95354"
"IAM 1930 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","4248c1e2-836c-4f40-a0f3-69df00d19078",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,37,3742.56,38532.9600000001,TRUE,"Long Beach | Washington","CA | DC","20387 | 90806"
"IAM 1930 MACHINISTS LODGE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","4248c1e2-836c-4f40-a0f3-69df00d19078",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,6,576.26,38532.9600000001,TRUE,"Long Beach","CA","90806"
"IAM 1957 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","97c0cb58-6c3a-46d7-b0f0-889763a095a4",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,8,63.78,38532.9600000001,TRUE,"Washington","DC","20388"
"IAM 201 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","1d09fd99-09fc-49fa-9e94-6b15cb46ca3c",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,8,48.76,38532.9600000001,TRUE,"Washington","DC","20367"
"IAM 2024 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","ebdb2bf9-5fb0-4b5d-b289-25717a9381f9",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,1098.98,38532.9600000001,TRUE,"Huntingtn Bch | Huntington Beach | Washington","CA | DC","20389 | 92649"
"IAM 2182 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","fcd406c6-14e4-4ef4-bbc1-70ec2e968144",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,44,1251.05,38532.9600000001,TRUE,"Sacramento | Washington","CA | DC","20390 | 95825"
"IAM 2228 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","7eec8ecc-78ad-49b7-befe-36dbcb5f7dfc",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,1832.11,38532.9600000001,TRUE,"Sunnyvale | Washington","CA | DC","20391 | 94085"
"IAM 25 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","a0c00745-de76-4299-923c-7491a61b3085",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2909.57,38532.9600000001,TRUE,"Rancho Cucamonga | Rancho Cucomonga | Rch Cucamonga | Washington","CA | DC","20366 | 91730"
"IAM 2786 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","4b0e732d-8c45-4482-9ce7-d1df5e489ac7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,24,540,38532.9600000001,TRUE,"Santa Maria","CA","93455"
"IAM 2786 MACHINISTS LODGE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","4b0e732d-8c45-4482-9ce7-d1df5e489ac7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,36,318,38532.9600000001,TRUE,"Santa Maria","CA","93455"
"IAM 2947 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","caa5b42a-d04c-499f-a35f-f38b6bfe271e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,62,6481.3,38532.9600000001,TRUE,"Huntingtn Bch | Huntington Beach | Washington","CA | DC","20393 | 92649"
"IAM 311 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","daf90228-acaf-495a-97d0-8e85bb9d36b3",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,37,4371.56,38532.9600000001,TRUE,"Fullerton | Washington","CA | DC","20368 | 92833"
"IAM 311 MACHINISTS LODGE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","daf90228-acaf-495a-97d0-8e85bb9d36b3",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,6,694.02,38532.9600000001,TRUE,"Fullerton","CA","92833"
"IAM 389 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","dbacf266-e56e-43f0-91e3-46efd76ebcd8",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,37,2014.28,38532.9600000001,TRUE,"San Diego | Washington","CA | DC","20369 | 92111"
"IAM 389 MACHINISTS LODGE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","dbacf266-e56e-43f0-91e3-46efd76ebcd8",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,6,296.02,38532.9600000001,TRUE,"San Diego","CA","92111"
"IAM 575 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","22aa5134-791b-40f4-b7ed-f69d17bc97e9",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,97.8,38532.9600000001,TRUE,"Washington","DC","20370"
"IAM 620 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","7ccb1eeb-a896-419c-b1ad-690243ca8583",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,39,1278.44,38532.9600000001,TRUE,"Chatsworth | Huntingtn Bch | Huntington Beach","CA","90039 | 91311 | 92649"
"IAM 653 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","214ab030-17c2-4a0a-bf27-a63d91bc7835",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,43,1336.12,38532.9600000001,TRUE,"Fresno | Washington","CA | DC","20371 | 93727"
"IAM 706 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","0c1ddbfd-fc16-46b5-8290-48638d6b9e36",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,34,591.67,38532.9600000001,TRUE,"Barstow | Washington","CA | DC","20372 | 92311"
"IAM 727N MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","424a44bf-f0c5-4324-b547-02f888de06e3",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2105.83,38532.9600000001,TRUE,"Palmdale | Washington","CA | DC","20394 | 93550"
"IAM 727P MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","d060fc69-159c-49df-9057-a9cb48cd6cd8",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,5760.09,38532.9600000001,TRUE,"Palmdale | Washington","CA | DC","20395 | 93550"
"IAM 755 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","eb3b6c43-d897-479a-8ab3-a797e436eeec",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,103.68,38532.9600000001,TRUE,"Washington","DC","20374"
"IAM 821 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","6f28c30c-c8ba-44fa-9cbd-cd22187b4882",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,117.22,38532.9600000001,TRUE,"Washington","DC","20375"
"IAM 906 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","2e8b9e8c-ca2f-48e3-a802-11ad7bed7feb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,1126.21,38532.9600000001,TRUE,"La Fuente | Rancho Cucamonga | Rancho Cucomonga | Rch Cucamonga | Washington","CA | DC","20376 | 91730 | 91746"
"IAM 946 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","7072273c-0acc-4968-97b2-e11f8aa5d19f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2753.26,38532.9600000001,TRUE,"Rancho Cordova | Rancho Cucamonga | Rancho Cucomonga | Rncho Cordova | Washington","CA | DC","20377 | 95742"
"IAM 964 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","b1ddf95e-617c-438d-ac67-ec5efa2666c7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,1979.32,38532.9600000001,TRUE,"Riverside | Washington","CA | DC","20378 | 92503"
"IATSE 700 MOTION PICTURE EDITO (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4446","org_rg_4446","2e9acb1f-d869-434a-9caa-50c70ebc249e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,19137.28,18844.16,TRUE,"Los Angeles | Washington","CA | DC","20491 | 90046"
"IATSE 705 MOTION PICTURE COSTU (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4446","org_rg_4446","62e4d9a2-b118-4ccb-949c-70feb8fa9e0b",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,55,12269.58,18844.16,TRUE,"Valley Village | Valley Vlg | Washington","CA | DC","20492 | 91607"
"IBEW 100 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","ecbe7e39-b126-4614-ba5c-db82daf6cb9a",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,4624.94,212048.11,TRUE,"Fresno | Washington","CA | DC","20058 | 93727"
"IBEW 1023 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","2d61c170-fe43-4060-86f4-df40f98d596f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,123.01,212048.11,TRUE,"Washington","DC","20089"
"IBEW 11 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","7a71ce9f-77c0-49c2-8f6f-3d60e3cce827",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,40667.92,212048.11,TRUE,"Pasadena | Washington","CA | DC","20051 | 91101"
"IBEW 111 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","613e5cda-2368-4bd4-866f-f12f0b940d56",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,19,152.49,212048.11,TRUE,"Denver | Washington","CO | DC","20059 | 80207"
"IBEW 1245 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","af4427e5-fe89-487f-9816-77936e21a50e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,95757.63,212048.11,TRUE,"Vacaville | Washington","CA | DC","20090 | 95687"
"IBEW 1436 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","32cd603a-3492-480f-927e-36e6a2a857b8",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,1275.31,212048.11,TRUE,"Romoland | San Francisco | Washington","CA | DC","20091 | 92585 | 94104"
"IBEW 1710 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","4d1cfa58-fb0b-49ed-af28-35c370e65f46",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2399.03,212048.11,TRUE,"El Monte | Washington","CA | DC","20095 | 91731"
"IBEW 18 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","2bbdda05-2146-4a59-b996-67238b8cc381",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,39133.46,212048.11,TRUE,"Los Angeles | Washington","CA | DC","20052 | 90004"
"IBEW 180 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","9f972aaf-1a51-4957-877c-487a823140f2",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2046.6,212048.11,TRUE,"Napa | Washington","CA | DC","20061 | 94558"
"IBEW 2295 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","fe6f5fdb-f9f3-42fb-b317-0dca3edbdfd6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,1890.35,212048.11,TRUE,"El Monte | Washington","CA | DC","20096 | 91731"
"IBEW 234 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","f77e19f2-40de-4e9d-abe6-c9811fcf6fcd",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,48,1415.52,212048.11,TRUE,"Castroville | Washington","CA | DC","20062 | 95012"
"IBEW 302 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","ad05704b-354a-4fc5-bb4d-0a79540f5775",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,4208.77,212048.11,TRUE,"Martinez | Washington","CA | DC","20063 | 94553"
"IBEW 332 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","0e2c6ab8-8a24-4405-8fca-989685dac2bb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,12009.22,212048.11,TRUE,"SAN JOSE | Washington","CA | DC","20064 | 95125"
"IBEW 340 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","a7aae467-820c-48a3-b2cd-29c0e6644363",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,8019.47,212048.11,TRUE,"Sacramento | Washington","CA | DC","20065 | 95827"
"IBEW 360 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","0a66fbf1-4486-4e93-b2e9-2091d4c50d31",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,12,56.54,212048.11,TRUE,"Washington","DC","20067"
"IBEW 40 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","97118d11-8f34-439b-9c26-f5e70d5cd224",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,3230.37,212048.11,TRUE,"N Hollywood | North Hollywood | Washington","CA | DC","20053 | 91601"
"IBEW 413 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","2d2c30c6-436f-480b-9cb9-e8e628d55fe9",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,1070.13,212048.11,TRUE,"BUELLTON | Washington","CA | DC","20068 | 93427"
"IBEW 428 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","564c8d35-65ef-49d9-8970-68fdc0c20584",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,3910.38,212048.11,TRUE,"Bakersfield | Washington","CA | DC","20069 | 93308"
"IBEW 440 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","97cffebf-cf78-47c5-b701-e4a2a803b3c7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,4080.08,212048.11,TRUE,"Riverside | Washington","CA | DC","20070 | 92507"
"IBEW 441 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","2d12f016-6e8f-48bf-af3b-5facb932e8bc",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,8258.23,212048.11,TRUE,"Orange | Washington","CA | DC","20071 | 92868"
"IBEW 45 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","7c220fe9-30e1-492f-8bc6-cbd302f52760",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,3800.72,212048.11,TRUE,"N Hollywood | North Hollywood | Washington","CA | DC","20054 | 91606"
"IBEW 465 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","5f44533e-3aff-48d5-8e4c-6e97e5c4a964",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,9689.76,212048.11,TRUE,"San Diego | Washington","CA | DC","20072 | 92121"
"IBEW 47 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","8eed48a9-89ec-4e99-a6ce-58e73fafbc3c",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,52655.79,212048.11,TRUE,"Diamond Bar | North Hollywood | Washington","CA | DC","20055 | 91765"
"IBEW 477 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","b5aa865b-4b30-4f50-9654-894d480840eb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,3621.8,212048.11,TRUE,"San Bernardino | Sn Bernrdno | Washington","CA | DC","20073 | 92408"
"IBEW 543 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","e4051c83-dbb7-4c7d-acd9-288d48060e74",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,38,685.43,212048.11,TRUE,"Victorville | Washington","CA | DC","20074 | 92395"
"IBEW 551 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","55302eee-0d04-40e9-ad6a-1381b4d6c681",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,2287.91,212048.11,TRUE,"Santa Rosa | Washington","DC | MA","20075 | 95403"
"IBEW 569 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","60793e0a-84b3-4aa9-8a8f-6ad522c8dba7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,12657.24,212048.11,TRUE,"San Diego | Washington","CA | DC","20076 | 92123"
"IBEW 57 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","a72ebfb3-6378-4429-aee9-712680e102d1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,12,73.02,212048.11,TRUE,"Washington","DC","20056"
"IBEW 595 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","a54f5c92-93c9-4d9d-a23a-5bdae7242fe5",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,8660.59,212048.11,TRUE,"Dublin | Washington","CA | DC","20077 | 94568"
"IBEW 6 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","64142065-ff88-4f97-9f8d-840119b55acd",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,8932.91,212048.11,TRUE,"San Francisco | Washington","CA | DC","20050 | 94117"
"IBEW 617 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","e1a000c5-5e51-4644-a8d9-68d4f1dd7cb1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,5795.93,212048.11,TRUE,"San Mateo | Washington","CA | DC","20079 | 94402"
"IBEW 639 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","23555d34-089d-4992-80be-bc29f4e002b2",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,38,585.19,212048.11,TRUE,"San Luis Obispo | Washington","CA | DC","20080 | 93401"
"IBEW 659 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","7d0511b1-2edc-48c6-8745-5c09af38ba90",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,35,499.81,212048.11,TRUE,"Central Point | Washington","DC | OR","20082 | 97502"
"IBEW 684 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","f45b989a-1477-42a8-9bc8-64b7091e3dc9",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,1909.32,212048.11,TRUE,"Modesto | Washington","CA | DC","20083 | 95354"
"IBEW 769 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","3cd4ec37-2870-430d-b942-2974bf2d2372",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,108.52,212048.11,TRUE,"Washington","DC","20085"
"IBEW 889 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","594b77b5-355c-40b2-ac3c-1887ea0694f0",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,100.74,212048.11,TRUE,"Washington","DC","20086"
"IBEW 946 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","a9e27d5d-c561-49e3-9f02-9adf814dce81",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,27,269.93,212048.11,TRUE,"Pico Rivera | Washington","CA | DC","20087 | 90660"
"IBEW 952 ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","1599e1e6-a832-4d61-89d0-8580042635e3",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,1889.56,212048.11,TRUE,"Ventura | Washington","CA | DC","20088 | 93003 | 93006"
"IBEW 999X ELECTRICAL WORKERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4464","org_rg_4464","6a266db9-ac1c-4c42-83a5-0e1ca2564607",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,3857.89,212048.11,TRUE,"San Francisco | Washington","CA | DC","20097 | 94104"
"IBT 137 GENERAL TEAMSTERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4469","org_rg_4469","be877b37-1d1b-4de5-945f-faab113b3b07",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,92,4365.63,25094.59,TRUE,"REDDING | Washington","CA | DC","20762 | 96001"
"IBT 2010 GENERAL TEAMSTERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4469","org_rg_4469","dd761637-891a-4efd-9a5b-6601dc135ab1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,142,17846.26,25094.59,TRUE,"Oakland | Washington","CA | DC","20792 | 94621"
"IBT 386 GENERAL TEAMSTERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4469","org_rg_4469","ea78c413-6e89-4245-9019-c0e80a3de163",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,92,4258.08,25094.59,TRUE,"Modesto | Washington","CA | DC","20768 | 95354"
"IBT 431 GENERAL TEAMSTERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4469","org_rg_4469","e2c66f3e-4e11-4c48-bc22-2200c3aa67b9",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,92,3007.16,25094.59,TRUE,"Fresno | Washington","CA | DC","20771 | 93728"
