"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","7607e4d7-60c5-4c8e-8cfe-3c2df32e355e",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,31,62552,250000,TRUE,"San Jose","CA","95112"
"AFSCME LOCAL 127","org_rg_57","org_rg_57","16d7723b-ca1d-4000-9691-bb887d153608",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,8,5000,250000,TRUE,"San Diego","CA","92108"
"AFSCME LOCAL 127 PAC","org_rg_57","org_rg_57","230e84ca-3bd0-401d-8f43-1fdc9d8fa899",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1461314",6,21300,250000,TRUE,"Encinitas","CA","92024"
"AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","b127e523-c2f1-416e-af3d-684b5dd1f0ca",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,23,25353,250000,TRUE,"Sacramento","CA","95814"
"AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","73c0024d-29de-4eed-94e0-8c1b27fbbab5",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,20,20985,250000,TRUE,"Oakland","CA","94606"
"AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","f6aa170b-43c5-45cd-aae2-e02116cadfbd",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,20,13833,250000,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","763a58ca-fff6-44e0-8199-939fb038bf52",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,20,28060,250000,TRUE,"Martinez","CA","94553"
"AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","5a935d15-859b-4140-be54-86edf326519b",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,33,37704,250000,TRUE,"Merced","CA","95348"
"AFSCME LOCAL 3254 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","f5570159-ce26-450e-9534-84f1491da4ee",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,20,5332,250000,TRUE,"Sacramento","CA","95833"
"AFSCME LOCAL 3299, HED (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_57","org_rg_57","80ab3d1c-01d5-47eb-a1c9-94389da44026",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,4,74911.2,250000,TRUE,"Oakland","CA","94612"
"AFSCME LOCAL 3634","org_rg_57","org_rg_57","c73d57c7-47e4-445a-b363-ce6d59b0e9fb",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,624.74,250000,TRUE,"Vernon","CA","90058-3914"
"AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","8993c64c-ff32-4d48-abad-269f19e28fa1",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,20,8410,250000,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","efb20b03-3786-4953-8d5c-a3435d127ea0",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,20,14874,250000,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 512 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","69412fda-04f2-4d4b-9991-1ca6d297296a",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | map1_bridge",NA,21,5078,250000,TRUE,"Martinez","CA","94553"
"AFSCME LOCAL 829 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","d098ca84-85a6-452b-9149-119c7efca1fc",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,23,63911,250000,TRUE,"Belmont","CA","94002"
"AMERICAN FED. OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES DISTRICT COUNCIL 57(INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_57","org_rg_57","21d1b340-2bad-4d5e-92d2-d37582be8e00",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,7,88.9,250000,TRUE,"Oakland","CA","94621"
"AMERICAN FED. OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES DISTRICT LOCAL 3299(INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_57","org_rg_57","60c1cf4d-5b67-47e5-b533-b89187290e89",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,16,616.51,250000,TRUE,"Oakland","CA","94612"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","org_rg_57","org_rg_57","a9883d2a-257d-4c74-bbbd-3c2b6c5de9f7",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,530.3,250000,TRUE,"Oakland","CA","94606"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) LOCAL 257 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","org_rg_57","org_rg_57","bddce0bf-1b10-42a4-a1c6-eb9051c35ac5",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,14,508.25,250000,TRUE,"Oakland","CA","94612"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","org_rg_57","org_rg_57","f88b29e7-feaa-413d-939f-7dac6e5b19a0",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,7,128.35,250000,TRUE,"Oakland","CA","94621"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","org_rg_57","org_rg_57","6a32645a-f610-4971-b021-0f59b69e379c",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,474.75,250000,TRUE,"Oakland","CA","94621"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - COUNCIL 57 ISSUES PAC","org_rg_57","org_rg_57","ba27f85b-45f2-4082-945f-470fed2edc19",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1338455",1,7500,250000,TRUE,"Norwalk","CA","90650-8352"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME) LOCAL 127 (UNITEMIZED CONTRIBUTIONS TO THE PAC)","org_rg_57","org_rg_57","0012c322-dc61-4b4f-bae0-8797afa11253",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,14,53704.52,250000,TRUE,"San Diego","CA","92108"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES LOCAL 3993","org_rg_57","org_rg_57","8cf93ae8-3552-4c06-ac6a-012973315067",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1413748",1,1250,250000,FALSE,"Oakland","CA","94612"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES LOCAL 685 UNION","org_rg_57","org_rg_57","adf89964-b187-4131-9e0c-0862985fe9d5",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,36,279864.89,250000,FALSE,"Vernon","CA","90058"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFLCIO (MPO)","org_rg_57","org_rg_57","b71fe28f-ad84-49d5-9c3c-420ee2124cb9",NA,"new_entity",TRUE,FALSE,"map1_bridge | same_contributor_id","745604",1,150000,250000,TRUE,"Washington","DC","20036"
"AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES CALIFORNIA PEOPLE ISSUES PAC","org_rg_57","org_rg_57","30cf86b1-2ed7-460f-a53a-22981d88b2f9",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1254555",1,1e+05,250000,TRUE,"Sacramento","CA","95814"
"UNITED EMS WORKERS AFSCME LOCAL 4911 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_57","org_rg_57","9161f917-ea19-47cd-a7ad-e8b3615f6484",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,35525.1,250000,FALSE,"San Jose","CA","95119"
"CA ASSN OF HEALTH FACILITIES (CAHF)","org_rg_6","org_rg_6","0bb01fd2-55ed-4e79-b236-411307c60626","CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,17,2714.8,288600,FALSE,"Sacramento","CA","95816"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","org_rg_6","org_rg_6","0bb01fd2-55ed-4e79-b236-411307c60626","CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v4 | same_contributor_id","741816",1,1500,288600,FALSE,"Sacramento","CA","95816"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","org_rg_6","org_rg_6","0bb01fd2-55ed-4e79-b236-411307c60626","CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v4",NA,2,9000,288600,FALSE,"Sacramento","CA","95816"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES (CAHF)","org_rg_6","org_rg_6","0bb01fd2-55ed-4e79-b236-411307c60626","CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy | map1_bridge",NA,62,25123.74,288600,FALSE,"Sacramento","CA","95816"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES - GOOD GOVERNMENT PAC","org_rg_6","org_rg_6","7266ef82-386f-4a4f-bd14-3245f9715bac",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v5 | same_contributor_id","1233935",2,17500,288600,TRUE,"Sacramento","CA","95816-4922"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES GOOD GOVERNMENT PAC","org_rg_6","org_rg_6","7266ef82-386f-4a4f-bd14-3245f9715bac",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v5 | internal_fuzzy | same_contributor_id","1233935",1,10000,288600,TRUE,"Sacramento","CA","95816"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES LOS ANGELES REGION PAC","org_rg_6","org_rg_6","7e66ecfd-c632-4d32-8638-6898e3113fd2",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1468676",5,93400,288600,TRUE,"Sacramento","CA","95816 | 95816-4922"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES NORTHERN REGION PAC","org_rg_6","org_rg_6","160c669d-e4c4-44b5-99d0-ff0e7acf2be6",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1468673",5,93400,288600,TRUE,"Sacramento","CA","95816 | 95816-4922"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES PAC","org_rg_6","org_rg_6","0bb01fd2-55ed-4e79-b236-411307c60626","CALIFORNIA ASSOCIATION OF HEALTH FACILITIES","adding_to_existing",TRUE,TRUE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","741816",16,147400,288600,TRUE,"Sacramento","CA","95816 | 95816-4922"
"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES SOUTHERN REGION PAC","org_rg_6","org_rg_6","483b286d-b40d-4583-b17f-bb8f20473b07",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1468668",5,93400,288600,TRUE,"Sacramento","CA","95816 | 95816-4922"
"CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,1000462.15,1500000,TRUE,"San Jose","CA","95131 | 95131-1825"
"PACE OF CAIFORNIA SCHOOL EMPLOYEES ASSOCIATION SMALL CONTRIBUTOR COMMITTEE","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","761128",6,121325,1500000,TRUE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","1325942",2,39200,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","761128",8,538750,1500000,FALSE,"Sacramento","CA","95814 | 95814-4503"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION - ISSUES","org_rg_61","org_rg_61","a1455064-3219-4991-8f43-fe0d6e732fc9",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v5","920738",1,2500,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v2 | exact_name_v5 | same_contributor_id","1325942",1,19600,1500000,FALSE,"Sacramento","CA","95814-4503"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FEC ID# C00480830) SCC","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v2 | exact_name_v4 | map1_bridge | same_contributor_id","1325942",1,19600,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FED PAC ID #C00480830)","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v2 | exact_name_v5 | map1_bridge | same_contributor_id | exact_name_v1 | exact_name_v2 | exact_name_v5 | same_contributor_id","1325942",2,68600,1500000,FALSE,"Sacramento","CA","95814 | 95814-4503"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FED PAC ID #C00480830) SCC","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v2 | exact_name_v4 | same_contributor_id","1325942",1,1500,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FED PAC ID C00480830)","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v2 | exact_name_v5 | same_contributor_id","1325942",1,15000,1500000,TRUE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES(FEDPAC ID# C00480830) SCC","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v4 | same_contributor_id","1325942",1,1900,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION SMALL CONTRIBUTOR COMMITTEE","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","761128",7,21400,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION-ISSUES","org_rg_61","org_rg_61","a1455064-3219-4991-8f43-fe0d6e732fc9",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v5 | map1_bridge","902738",1,5e+05,1500000,TRUE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION-LOCAL, STATE, FEDERAL CANDIDATES (FED PAC ID #C00480830)","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v5 | same_contributor_id","1325942",1,45000,1500000,FALSE,"Sacramento","CA","95814"
"PACE OF CALIFORNIA SCHOOL EMPLOYES ASSOCIATION SMALL CONTRIBUTOR COMMITTEE","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"same_contributor_id","761128",1,15000,1500000,TRUE,"Sacramento","CA","95814"
"POLITICAL ACTION FOR CLASSIFIED EMPLOYEES OF THE CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","org_rg_61","org_rg_61","1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41","CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","1325942",12,585500,1500000,TRUE,"Sacramento","CA","95814"
"CA ASIAN CHAMBER OF COMMERCE PAC","org_rg_82","org_rg_82","6531392f-386c-4ad3-b73a-0b3aa3a7bf52",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1358788",1,2500,173400,FALSE,"Encinitas","CA","92024"
"CAL ASIAN CHAMBER OF COMMERCE  PAC","org_rg_82","org_rg_82","6531392f-386c-4ad3-b73a-0b3aa3a7bf52",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1358788",1,2000,173400,FALSE,"Encinitas","CA","92024"
"CALIFORNIA ASIAN CHAMBER OF COMMERCE ISSUES PAC","org_rg_82","org_rg_82","20ee8b70-e69e-4ca0-ae60-f6d4f76962a2",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1358790",4,41000,173400,TRUE,"Encinitas","CA","92024"
"CALIFORNIA ASIAN PACIFIC CHAMBER OF COMMERCE","org_rg_82","org_rg_82","9a2156c7-de8b-4580-8742-a46b3bf6dbf9",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,4,50000,173400,FALSE,"Sacramento","CA","95818"
"CALIFORNIA CHAMBER OF COMMERCE AKA CHAMBERPAC","org_rg_82","org_rg_82","30bd5dc0-ac40-4541-a734-cdaadc8fd259",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","950352",2,2500,173400,FALSE,"Sacramento","CA","95814"
"CALIFORNIA CHAMBER OF COMMERCE PAC","org_rg_82","org_rg_82","30bd5dc0-ac40-4541-a734-cdaadc8fd259",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","950352",8,148400,173400,TRUE,"Sacramento","CA","95814-3953"
"COOK REALTY PROPERTY MANAGEMENT","org_rg_10035","org_rg_10035","73d95756-47d7-425e-9a09-49ef6c9dfe1e",NA,"adding_to_existing",FALSE,FALSE,"internal_fuzzy",NA,1,870,9246,TRUE,"Sacramento","CA","95822"
"CROWN REALTY PROPERTY MANAGEMENT","org_rg_10035","org_rg_10035","779fa82c-06fc-424a-9398-07b7097159ba","CROWN REALTY PROPERTY MANAGEMENT","adding_to_existing",FALSE,TRUE,"exact_name_v5",NA,1,4131,9246,TRUE,"Napa","CA","94558"
"CROWN REALTY PROPERTY MGMT","org_rg_10035","org_rg_10035","779fa82c-06fc-424a-9398-07b7097159ba","CROWN REALTY PROPERTY MANAGEMENT","adding_to_existing",FALSE,TRUE,"exact_name_v5 | internal_fuzzy",NA,1,4245,9246,TRUE,"Napa","CA","94558"
"AMERICA FIRST CREDIT UNION","org_rg_1007","org_rg_1007","8ea1bfcb-e6fe-4442-990d-0999e78c759d",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,1400,21400,TRUE,"Ogden","UT","84405"
"AMERICAN FIRST CREDIT UNION","org_rg_1007","org_rg_1007","c463c545-88d4-4a83-b404-fc4f9b7de8b5",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,2,19600,21400,TRUE,"Brea","CA","92821"
"AMERICAN FIRST CREDIT UNION (INDEP EXPENDITURE ACCOUNT)","org_rg_1007","org_rg_1007","c463c545-88d4-4a83-b404-fc4f9b7de8b5",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,2,400,21400,TRUE,"Brea","CA","92821"
"BROOKFIELD CALWEST BUILDERS LLC (ADRIAN FOLEY)","org_rg_10178","org_rg_10178","bf35c2d7-c9ad-4dd0-819f-1f482612a614",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,28200,56400,TRUE,"San Ramon","CA","94583"
"BROOKFIELD NORCAL BUILDERS INC.","org_rg_10178","org_rg_10178","7e57efee-d941-4af4-9fc9-931d6e25c53e",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,650,56400,FALSE,"Danville","CA","94526"
"BROOKFIELD SOCAL BUILDERS, LLC(JOHN NORMAN)","org_rg_10178","org_rg_10178","7c2acda0-73f7-4d5d-b891-a35d83d0bdb0",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,28200,56400,TRUE,"Costa Mesa","CA","92626"
"COMMUNITY HEALTH CENTER NETWORK","org_rg_10195","org_rg_10195","cb01d217-138b-4854-a70f-0ee909cc6d6c",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,776870,778530.3,TRUE,"San Leandro","CA","94577"
"COMMUNITY HEALTH CENTER NETWORK / ALAMEDA HEALTH CONSORTIUM","org_rg_10195","org_rg_10195","8191a502-3bca-40d6-898f-ac98ed373e0a",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,1660.3,778530.3,TRUE,"San Leandro","CA","94577"
"PROFESSIONAL COMPOUNDING CENTERS OF AMERICA (LIZZIE HARBIN)","org_rg_10310","org_rg_10310","d314115b-8ef3-4c21-bf11-3ff1b9dc193f",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,9999,10499,TRUE,"Houston","TX","77099-5132"
"PROFESSIONAL COMPOUNDING CENTERS OF AMERICA PAC","org_rg_10310","org_rg_10310","51059945-b67d-44b6-a345-0d1bc7540ba9",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,500,10499,TRUE,"Houston","TX","77099-5132"
"ANTELOPE VALLEY COLLEGE FEDERATION OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_1090","org_rg_1090","139c2734-fd7b-4cee-9be3-9f0cd316b0b8",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,22,4671.42,13581.93,TRUE,"Burbank","CA","91505"
"ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS","org_rg_1090","org_rg_1090","e5d840a4-4613-4b5a-a1e3-53601ba80f87","ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,75.79,13581.93,FALSE,"Los Angeles","CA","90006-2202"
"ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER CONTIBUTIONS)","org_rg_1090","org_rg_1090","e5d840a4-4613-4b5a-a1e3-53601ba80f87","ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS","adding_to_existing",FALSE,TRUE,"exact_name_v4",NA,1,525.25,13581.93,TRUE,"Burbank","CA","91505"
"ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_1090","org_rg_1090","e5d840a4-4613-4b5a-a1e3-53601ba80f87","ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4",NA,9,8545.6,13581.93,TRUE,"Burbank","CA","91505"
"ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER DUES)","org_rg_1090","org_rg_1090","e5d840a4-4613-4b5a-a1e3-53601ba80f87","ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,4,6187.29,13581.93,TRUE,"Burbank","CA","91505"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 501, I.U.O.E. (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","b8999c08-33e6-4f9f-a6ce-049f1e912b24",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,12,268.13,249438.87,FALSE,"Los Angeles","CA","90057"
