"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"IBEW 332 EDUATION FUND, SPONSORED BY INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 332","org_rg_36","org_rg_36","29fdef6e-3f1b-4033-9e71-628cf00f1455",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1298069",2,10000,9191.7,FALSE,"San Jose","CA","95125"
"IBEW 332 EDUCATION FUND (SPONSORED BY INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 332)","org_rg_36","org_rg_36","29fdef6e-3f1b-4033-9e71-628cf00f1455",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","1298069",1,3000,9191.7,FALSE,"San Jose","CA","95125"
"IBEW 47","org_rg_36","org_rg_36","18512618-a607-4f2f-8ca4-eb73aa794981",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,2201.08,9191.7,TRUE,"Diamond Bar","CA","91765-1037"
"IBEW LOCAL 1245 PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_36","org_rg_36","71da9155-d8e9-41d7-bb87-126e9b89cd2d",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","742993",1,3000,9191.7,FALSE,"Vacaville","CA","95687"
"IBEW LOCAL 440","org_rg_36","org_rg_36","367ace43-ee8a-4d7b-a305-eab749e48cd6",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,40,163648,9191.7,FALSE,"RIVERSIDE","CA","92507"
"IBEW LOCAL 47","org_rg_36","org_rg_36","046961b3-54ec-4db0-90d1-4c4e8d6cd43d",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,3255,9191.7,FALSE,"Diamond Bar","CA","91765"
"IBEW LOCAL 684 PAC","org_rg_36","org_rg_36","cef73891-a6ee-4e43-8f0a-34fc22b76a5f",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","1309647",1,1000,9191.7,FALSE,"Long Beach","CA","90802-5054"
"IBEW LOCAL UNION 1245 PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_36","org_rg_36","71da9155-d8e9-41d7-bb87-126e9b89cd2d",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","742993",1,5000,9191.7,FALSE,"Vacaville","CA","95687"
"INTERNATIONAL BROTHERHOO OF ELECTRICAL WORKERS LOCAL 440","org_rg_36","org_rg_36","65dc2b39-11e9-43d1-a5e2-24ae2d676782",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy","1302490",1,2500,9191.7,FALSE,"Riverside","CA","92507"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 1245 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_36","org_rg_36","a61763c0-374d-4f68-9923-d0c0e875a3f4",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,1222.5,9191.7,FALSE,"Vacaville","CA","95687"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 684 PAC","org_rg_36","org_rg_36","cef73891-a6ee-4e43-8f0a-34fc22b76a5f",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1309647",1,1000,9191.7,FALSE,"Long Beach","CA","90802"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS AFFILIATED WITH A.F.L.-C.I.O. PAC LOCAL UNION NO. 11","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","822725",1,5000,9191.7,FALSE,"Pasadena","CA","91101"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 569 CANDIDATE PAC","org_rg_36","org_rg_36","4e2eda30-9690-49f1-8626-b468e9c31102",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1342714",10,160750,9191.7,FALSE,"Lomg Beach | Long Beach","CA","90802"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO 11 PAC","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","822725",2,10000,9191.7,FALSE,"Pasadena","CA","91101"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 47 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_36","org_rg_36","6ba6bbcf-b72c-4054-95f2-c25860717284",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,716.04,9191.7,FALSE,"Diamond Bar","CA","91765"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO.11 PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","822725",1,10000,9191.7,FALSE,"Pasadena","CA","91101"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 18","org_rg_36","org_rg_36","1e25db87-481d-4ff1-bc6a-a7020ce4aeca",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy",NA,1,5800,9191.7,FALSE,"Los Angeles","CA","90004-4340"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 40 PAC","org_rg_36","org_rg_36","a1ed4302-bfd3-4643-bffa-df3883a1a09a",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge","1304081",1,1000,9191.7,FALSE,"North Hollywood","CA","91601"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 6 SMALL CONTRIBUTOR COMMITTEE","org_rg_36","org_rg_36","93326e1e-44b8-4d4f-bf46-57fe85ce7d1b",NA,"merge_conflict",TRUE,FALSE,TRUE,"map1_bridge | same_contributor_id","921730",1,5000,9191.7,FALSE,"San Francisco","CA","94117"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION NO.11","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","822725",1,750,9191.7,FALSE,"Padadena","CA","91101"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS PAC","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","822725",1,1000,9191.7,FALSE,"Pasadena","CA","91101"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL NO. 11 PAC","org_rg_36","org_rg_36","abe62467-94cf-4b01-a3ce-779164eaf832",NA,"merge_conflict",TRUE,FALSE,FALSE,"name_v5_cross | same_contributor_id | same_contributor_id","822725",4,75000,9191.7,FALSE,"Pasadena","CA","91101-1567"
"LINCOLN CLUB OF NORTHERN CALIFORNIA","org_rg_364","org_rg_364","e882731b-7291-4e2e-96c2-fd8c084f0049",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,3600,8000,FALSE,"Sacramento","CA","95814"
"LINCOLN CLUB OF ORANGE STATE PAC","org_rg_364","org_rg_364","b5337ea5-ddf0-438e-9b0d-1a638230d3c6",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","970861",1,1500,8000,FALSE,"Irvine","CA","92618-4989"
"LOS ANGELES COUNTY LINCOLN CLUBS PAC (STATE)","org_rg_364","org_rg_364","d8c9a31a-789d-48e8-86da-7efe705dc50c",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","801945",4,14000,8000,TRUE,"Arcadia","CA","91006"
"THE LINCOLN CLUB OF ORANGE COUNTY STATE PAC","org_rg_364","org_rg_364","b5337ea5-ddf0-438e-9b0d-1a638230d3c6",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","970861",2,10000,8000,TRUE,"Irvine","CA","92618"
"THE LINCOLN CLUB OF ORANGE STATE PAC","org_rg_364","org_rg_364","b5337ea5-ddf0-438e-9b0d-1a638230d3c6",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","970861",2,37000,8000,FALSE,"Irvine","CA","92618"
"THE LINCOLN CLUB OF SAN DIEGO COUNTY","org_rg_364","org_rg_364","dc82f39a-3a2c-41e0-b419-7f8a1946174b",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","831561",3,31000,8000,FALSE,"IMPERIAL BEACH","CA","91932"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION","org_rg_4","org_rg_4","054b2e09-2483-4d05-a73d-cef4cd89a7cf","CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,36,31013.11,11800,FALSE,"Sacramento","CA","95814"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION PAC","org_rg_4","org_rg_4","054b2e09-2483-4d05-a73d-cef4cd89a7cf","CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","746189",4,53500,11800,TRUE,"Sacramento","CA","95815 | 95815-4415"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION PAC - SMALL CONTRIBUTOR COMMITTEE","org_rg_4","org_rg_4","bb2b5ee8-6d74-4c7f-8503-550404468f59",NA,"adding_to_existing",TRUE,FALSE,FALSE,"same_contributor_id","1233793",1,4100,11800,FALSE,"Sacramento","CA","95815"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION-SMALL CONTRIBUTOR COMMITTEE","org_rg_4","org_rg_4","bb2b5ee8-6d74-4c7f-8503-550404468f59",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","1233793",1,5900,11800,TRUE,"Sacramento","CA","95815"
"PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST","org_rg_40","org_rg_40","5883b859-64ec-4ebc-a8aa-2c69ae6af4ff",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge",NA,1,370,287561.02,TRUE,"San Diego","CA","92108"
"PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC","org_rg_40","org_rg_40","cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a","PLANNED PARENTHOOD","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","1280724",11,275174.57,287561.02,TRUE,"Sacramento | San Diego","CA","92108-3538 | 95814"
"PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND","org_rg_40","org_rg_40","cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a","PLANNED PARENTHOOD","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge","971616",1,1950,287561.02,FALSE,"Sacramento","CA","95814-4503"
"PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES COMMUNITY ACTION FUND PAC","org_rg_40","org_rg_40","cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a","PLANNED PARENTHOOD","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id","1282464",1,5000,287561.02,FALSE,"Sacramento","CA","95814-4503"
"PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC","org_rg_40","org_rg_40","cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a","PLANNED PARENTHOOD","adding_to_existing",TRUE,TRUE,FALSE,"same_contributor_id","1282464",3,3731.05,287561.02,TRUE,"Orange","CA","92866-3425"
"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND","org_rg_40","org_rg_40","344cb3d2-8c01-4625-a564-ca15c75a6b3b",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge",NA,1,9195.4,287561.02,TRUE,"Sacramento","CA","95814-4503"
"GFC COURAGE COMMITTEE - FUTURE GENERATIONS","org_rg_4113","org_rg_4113","42169e23-2712-4a6d-9d8d-8390fad5f42b",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge","1416436",1,11343.58,19459.82,TRUE,"SAN RAFAEL","CA","94901"
"GOVERN FOR CALIFORNIA","org_rg_4113","org_rg_4113","55111b2f-5032-4245-8a71-28bfc09acc4b",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,40,23521.75,19459.82,TRUE,"SACRAMENTO | SAN RAFAEL","CA","94901 | 95811"
"GOVERN FOR CALIFORNIA ACTION COMMITTEE","org_rg_4113","org_rg_4113","bd991528-d505-4220-b359-6b0611319ff3",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge","1450483",1,20000,19459.82,FALSE,"SAN RAFAEL","CA","94901"
"GOVERN FOR CALIFORNIA COURAGE COMMITTEE","org_rg_4113","org_rg_4113","13ee0165-ebcb-4215-98d0-cc3e6ad4bd51","GOVERN FOR CALIFORNIA COURAGE COMMITTEE","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","1392639",2,1750,19459.82,FALSE,"San Rafael","CA","94901"
"LOS ANGELES COUNTY FEDERATION OF LABOR","org_rg_42","org_rg_42","0c280478-901a-4c35-9ca6-a440931d56d8",NA,"adding_to_existing",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,2500,1205706.5,FALSE,"Los Angeles","CA","90006"
"LOS ANGELES COUNTY FEDERATION OF LABOR AFL-CIO COUNCIL ON POLITICAL EDUCATION","org_rg_42","org_rg_42","906c0995-b6d8-4df6-b481-31ad60c36f0e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"same_contributor_id","742204",1,25000,1205706.5,TRUE,"LOS ANGELES","CA","90006"
"LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO","org_rg_42","org_rg_42","906c0995-b6d8-4df6-b481-31ad60c36f0e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","742204",1,1000,1205706.5,FALSE,"Los Angeles","CA","90006"
"LOS ANGELES FEDERATION OF LABOR","org_rg_42","org_rg_42","55d49e9d-d6ee-4770-bc2e-292741897411",NA,"adding_to_existing",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,5000,1205706.5,TRUE,"LOS ANGELES","CA","90006"
"MILLION MORE VOTERS, SPONSORED BY THE CALIFORNIA LABOR FEDERATION, AFL-CIO","org_rg_42","org_rg_42","4372d58c-d379-4165-a69d-6babfff80a0c",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1291923",2,22239.06,1205706.5,TRUE,"Oakland | Sacramento","CA","94610 | 95814-3834"
"STANDING COMMITTEE ON POLITICAL EDUCATION OF THE CALIFORNIA LABOR FEDERATION AFL-CIO","org_rg_42","org_rg_42","2fb27586-a9b0-4421-ab2e-bb4225247b12","CALIFORNIA LABOR FEDERATION AFL-CIO","adding_to_existing",TRUE,TRUE,FALSE,"name_v5_cross | same_contributor_id | same_contributor_id","741504",2,67000,1205706.5,FALSE,"Sacramento","CA","95814"
"STANDING COMMITTEE ON POLITICAL EDUCATION OF THE CALIFORNIA LABOR FEDERATION, AFL-CIO","org_rg_42","org_rg_42","2fb27586-a9b0-4421-ab2e-bb4225247b12","CALIFORNIA LABOR FEDERATION AFL-CIO","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id","741504",21,1378467.44,1205706.5,TRUE,"Oakland | Sacramento | SACRAMENTO","CA","94610 | 95814 | 95814-4503"
"SHEET METAL WORKERS 104 POLITICAL COMMITTEE","org_rg_51","org_rg_51","2a59a77b-5633-40b1-bd8e-2ca9e99e5e61",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","850381",2,15000,49200,FALSE,"Livermore","CA","94551"
"SHEET METAL WORKERS LOCAL 206","org_rg_51","org_rg_51","c9199964-cc0b-4d49-b9bc-87ea1124ad5d",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | name_v4_cross | name_v5_cross | same_contributor_id","1300663",1,10000,49200,TRUE,"San Diego","CA","92120-4106"
"SHEET METAL WORKERS LOCAL 206 (INTERMEDIARY FOR UNITEMIZED DUES)","org_rg_51","org_rg_51","c9199964-cc0b-4d49-b9bc-87ea1124ad5d",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,5,12200.25,49200,FALSE,"San Diego","CA","92120"
"SHEET METAL WORKERS LOCAL 206 PAC","org_rg_51","org_rg_51","c9199964-cc0b-4d49-b9bc-87ea1124ad5d",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1300663",3,37500,49200,FALSE,"San Diego","CA","92120"
"SHEET METAL WORKERS LOCAL UNION 104","org_rg_51","org_rg_51","2a59a77b-5633-40b1-bd8e-2ca9e99e5e61",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","850381",1,10000,49200,FALSE,"Livermore","CA","94551"
"SHEET METAL WORKERS LOCAL UNION NO.104 POLITICAL ACTION","org_rg_51","org_rg_51","2a59a77b-5633-40b1-bd8e-2ca9e99e5e61",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","850381",1,10000,49200,FALSE,"Livermore","CA","94551"
"SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION (SMWIA) LOCAL 104 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_51","org_rg_51","2ea0dd37-aad6-4eb5-8f20-ffc98c529a71",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,899.9,49200,FALSE,"San Ramon","CA","94583"
"SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL UNION NO. 104 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_51","org_rg_51","0092ec49-0966-47ef-b68f-04b72b0dc08f",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,555.73,49200,FALSE,"San Ramon","CA","94583"
"SHEET METAL, AIR, RAIL, TRANSPORTAITON WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","org_rg_51","org_rg_51","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","962809",2,60000,49200,FALSE,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105","org_rg_51","org_rg_51","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","962809",1,39200,49200,TRUE,"Glendora","CA","91740-6720"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND SMALL CONTRIBUTOR COMMITTEE","org_rg_51","org_rg_51","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","962809",1,2500,49200,FALSE,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' LOCAL UNION 105 POLITICAL EDUCATION FUND","org_rg_51","org_rg_51","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","962809",1,500,49200,FALSE,"Glendora","CA","91740"
"SMART LOCAL 104 SCC","org_rg_51","org_rg_51","2a59a77b-5633-40b1-bd8e-2ca9e99e5e61",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","882292",1,1500,49200,TRUE,"Livermore","CA","94551"
"SMART LOCAL UNION 105 PAC","org_rg_51","org_rg_51","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"new_entity",TRUE,FALSE,FALSE,"same_contributor_id","962809",1,1500,49200,TRUE,"Glendora","CA","91740"
"UNITED DOMESTIC WORKERS","org_rg_54","org_rg_54","fd1a6855-2a72-4b61-8a0a-639056410dc7",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge",NA,1,2500,856741.8,FALSE,"San Diego","CA","92115"
"UNITED DOMESTIC WORKERS OF AMERICA","org_rg_54","org_rg_54","e0625819-026d-421e-aca1-1a93fc60020e","UNITED DOMESTIC WORKERS OF AMERICA","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,11,88197.36,856741.8,FALSE,"San Diego | Santa Ana","CA","92115 | 92115-4241 | 92701-4518"
"UNITED DOMESTIC WORKERS OF AMERICA (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_54","org_rg_54","e0625819-026d-421e-aca1-1a93fc60020e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,8,1603.2,856741.8,TRUE,"San Diego","CA","92115"
"UNITED DOMESTIC WORKERS OF AMERICA ACTION FUND","org_rg_54","org_rg_54","e0625819-026d-421e-aca1-1a93fc60020e","UNITED DOMESTIC WORKERS OF AMERICA","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1302384",29,723616.25,856741.8,TRUE,"Sacramento | San Diego","CA","92115 | 92115-4241 | 95814 | 95814-3943 | 95814-4503"
"UNITED DOMESTIC WORKERS OF AMERICA ACTION FUND SMALL CONTRIBUTOR COMMITTEE","org_rg_54","org_rg_54","e0625819-026d-421e-aca1-1a93fc60020e","UNITED DOMESTIC WORKERS OF AMERICA","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1302384",11,299900,856741.8,FALSE,"Sacramento","CA","95814"
"UNITED DOMESTIC WORKERS OF AMERICA AFSCME LOCAL 3930 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_54","org_rg_54","8c35c8ba-c0ae-436e-861a-c90453b9b720",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,2504,856741.8,TRUE,"San Diego","CA","92115"
"UNITED DOMESTIC WORKERS OF AMERICA ISSUES PAC","org_rg_54","org_rg_54","4690cf7c-f519-4a86-aa08-e26ce2585c11",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","1367548",16,811625.55,856741.8,TRUE,"Sacramento","CA","95814-4503"
"AFSCME 3299","org_rg_58","org_rg_58","d64a86f4-5183-4f2f-b1cd-db4f402a50a8",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,120000,145549,FALSE,"Oakland","CA","94612"
"AFSCME COUNCIL 57","org_rg_58","org_rg_58","cdc08a40-486e-4bed-afdc-aebac8595217",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,11,371.36,145549,TRUE,"Sacramento","CA","95833-3225"
"AFSCME DISTRICT COUNCIL 36","org_rg_58","org_rg_58","227b7e3b-94b1-4131-8f61-62772dfeef35",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,60962.82,145549,TRUE,"Los Angeles | Vernon","CA","90020-1719 | 90058-3914"
"AFSCME DISTRICT COUNCIL 57 PAC","org_rg_58","org_rg_58","cdc08a40-486e-4bed-afdc-aebac8595217",NA,"new_entity",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1313474",2,4250,145549,FALSE,"Long Beach","CA","90802"
"AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","50bb7dcf-2210-4353-b6f5-b4b53623f163",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,29,59577,145549,TRUE,"San Jose","CA","95112"
"AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","ef231921-9c5f-4ac1-8ca1-8d37264db1ed",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,22,24096,145549,TRUE,"Sacramento","CA","95814"
"AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","0d006bcb-bbe0-43ec-98cd-eeff039461b2",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,19,19952,145549,TRUE,"Oakland","CA","94606"
"AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","efbfa25a-cb74-4dd5-874c-d505de0b39e6",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,19,13171,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 2428 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","9c6fe1f0-4e20-4613-80d6-2bc96891985b",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,23,11314,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","8aab9bf7-7906-41e9-a793-586707fcc671",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,19,26643,145549,TRUE,"Martinez","CA","94553"
"AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","6426519a-383e-4c3f-b39d-b3812638169f",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,32,35861,145549,TRUE,"Merced","CA","95348"
"AFSCME LOCAL 3634","org_rg_58","org_rg_58","3d4c0cb9-cc63-490b-b306-65d64dfa2a6c",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,624.74,145549,TRUE,"Vernon","CA","90058-3914"
"AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_58","org_rg_58","d539da0a-b5ce-44e0-b474-df3f539982d6",NA,"new_entity",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,19,7991,145549,TRUE,"Oakland","CA","94621"
