entity_name,canonical_name,entity_id,Contributor.ID,review_group_id,to_add_status,confirmed_link,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
"MCDONALD'S USA, LLC INCLUDING MCDONALD'S CORPORATION",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_8784,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2000,5000,Chicago,IL,60607,
"MCDONALD'S USA, LLC(LAUREN AGUILAR)",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_8784,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2000,5000,Chicago,IL,60607,
MERUELO ENTERPRISES INC. (ALEX MERUELO),MERUELO ENTERPRISES,1bce132f-a3d6-462d-ab12-19ae064be090,NA,org_rg_8902,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,10000,20000,Downey,CA,90241-5560,
"MERUELO ENTERPRISES, INC.",MERUELO ENTERPRISES,1bce132f-a3d6-462d-ab12-19ae064be090,NA,org_rg_8902,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,20000,20000,Downey,CA,90241,
NRG ENERGY INC.,NRG ENERGY,188798d0-efb4-4818-be81-b126db187293,NA,org_rg_8911,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,12500,12500,Princeton,NJ,08540-6023,
"NRG ENERGY, INC.",NRG ENERGY,188798d0-efb4-4818-be81-b126db187293,NA,org_rg_8911,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2000,12500,Princeton,NJ,8540,
PRIME DIRT INC.,PRIME-DIRT,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,NA,org_rg_8924,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,1000,6000,Woodlake,CA,93286,
PRIME-DIRT,PRIME-DIRT,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,NA,org_rg_8924,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2500,6000,Woodlake,CA,93286,
"PRIME-DIRT, INC.",PRIME-DIRT,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,NA,org_rg_8924,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,6000,6000,Woodlake,CA,93286,
RAI SERVICES CO,REYNOLDS AMERICAN,d91acbd2-6f62-4315-828e-6ba037af0c7d,NA,org_rg_6556,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Winston-Salem,NC,27101,
RAI SERVICES COMPANY,REYNOLDS AMERICAN,d91acbd2-6f62-4315-828e-6ba037af0c7d,NA,org_rg_6556,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,2000,5000,Winston-Salem,NC,27101,
R.J. REYNOLDS TOBACCO COMPANY AND ITS AFFILIATES,REYNOLDS AMERICAN,d91acbd2-6f62-4315-828e-6ba037af0c7d,NA,org_rg_6556,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,5,exact_name_v1,17500,10900,Winston Salem | Winston-Salem | WINSTON-SALEM,NC,27101 | 27101-3804,
RJ REYNOLDS TOBACCO COMPANY AND ITS AFFILIATES,REYNOLDS AMERICAN,d91acbd2-6f62-4315-828e-6ba037af0c7d,NA,org_rg_6556,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,10900,Winston Salem,NC,27101,
SIGHTGLASS MANAGEMENT,SIGHT GLASS MANAGEMENT,5bf22094-b017-4cbb-94a6-7a6cbce5c03d,NA,org_rg_8939,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,10000,10000,Alameda,CA,94502-8009,
"SIGHTGLASS MANAGEMENT, INC.",SIGHT GLASS MANAGEMENT,5bf22094-b017-4cbb-94a6-7a6cbce5c03d,NA,org_rg_8939,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,2500,10000,Alameda,CA,94502,
SIGNAL HILL PETROLEUM,SIGNAL HILL PETROLEUM,7147d971-27be-446f-aec5-7eaa5616e43b,NA,org_rg_7042,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Signal Hill,CA,90755-2008,
SIGNAL HILL PETROLEUM INC.,SIGNAL HILL PETROLEUM,7147d971-27be-446f-aec5-7eaa5616e43b,NA,org_rg_7042,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Signal Hill,CA,90755,
"SIGNAL HILL PETROLEUM, INC",SIGNAL HILL PETROLEUM,7147d971-27be-446f-aec5-7eaa5616e43b,NA,org_rg_7042,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,19600,19600,Signal Hill,CA,90755,
"SIGNAL HILL PETROLEUM, INC.",SIGNAL HILL PETROLEUM,7147d971-27be-446f-aec5-7eaa5616e43b,NA,org_rg_7042,add to map,yes,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1,7500,19600,Signal Hill,CA,90755,
SOUTH CORD MANAGEMENT LLC (ELLIOT LEWIS),SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_8943,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,10000,10000,Long Beach,CA,90802-2349,
"SOUTH CORD MANAGEMENT, LLC",SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_8943,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5900,10000,Long Beach,CA,90802,
SUTTER EAST BAY MEDICAL GROUP,SUTTER EAST BAY MEDICAL GROUP,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,NA,org_rg_8946_a,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,3500,30000,Lafayette,CA,94549,
SUTTER EAST BAY MEDICAL GROUP INC.,SUTTER EAST BAY MEDICAL GROUP,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,NA,org_rg_8946_a,add to map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,30000,30000,Oakland,CA,94609-3108,
SUTTER NORTH MEDICAL GROUP,SUTTER NORTH MEDICAL GROUP,31d7b671-e7d5-46e3-8a85-ff82141a4c9e,NA,org_rg_8946_b,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,3500,25000,Yuba City,CA,95991,
SUTTER NORTH MEDICAL GROUP INC.,SUTTER NORTH MEDICAL GROUP,31d7b671-e7d5-46e3-8a85-ff82141a4c9e,NA,org_rg_8946_b,add to map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,25000,25000,Yuba City,CA,95991-5005,
TAYLOR FRESH FOODS,TAYLOR FARMS,1e02fe45-40bc-4989-bfdf-31000a0a11ed,NA,org_rg_8949,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,500,39200,Salinas,CA,93901,
"TAYLOR FRESH FOODS, INC.",TAYLOR FARMS,1e02fe45-40bc-4989-bfdf-31000a0a11ed,1476855,org_rg_8949,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,39200,39200,Salinas,CA,93901-4449,
TELACU INDUSTRIES,TELACU INDUSTRIES,4c1fc0e2-e89a-4486-95ad-7c67acb66636,NA,org_rg_8950,in existing map,yes,more than one canonical name,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,1000,5900,Commerce,CA,90022,
TELACU INDUSTRIES INC,TELACU INDUSTRIES,4c1fc0e2-e89a-4486-95ad-7c67acb66636,NA,org_rg_8950,add to map,yes,more than one canonical name,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,5900,5900,Los Angeles,CA,90022,
TRC OPERATING COMPANY,TRC OPERATING COMPANY,38efea8c-e2e9-4098-b037-59c0b32443cf,NA,org_rg_8954,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,1000,9800,Taft,CA,93268,
TRC OPERATING COMPANY INC.,TRC OPERATING COMPANY,38efea8c-e2e9-4098-b037-59c0b32443cf,NA,org_rg_8954,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,9800,9800,Taft,CA,93268,
US RENAL CARE INC,US RENAL CARE,4aabcee0-2f9f-4643-8db7-7f7585f72adc,NA,org_rg_8955,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,450,5000,Plano,TX,75024,
"US RENAL CARE, INC.",US RENAL CARE,4aabcee0-2f9f-4643-8db7-7f7585f72adc,NA,org_rg_8955,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,5000,5000,Plano,TX,75024,
SAN JOAQUIN RIVER RANCH LLC,NA,dcd3eac5-0549-46c5-a43c-6d3ff2bf6c84,NA,org_rg_8968_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,5000,Fresno,CA,93720,
SAN JOAQUIN WEST RANCH,NA,fc5b359f-9fd2-4333-b5fd-fca07b859453,NA,org_rg_8968_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,250,5000,Firebaugh,CA,93622,
ACE DEVELOPMENT COMPANY LLC(ANDRES GLUSKI),NA,094dea22-20ba-4b26-86e2-6caa8b5b1672,NA,org_rg_8970_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5900,5900,SALT LAKE CITY,UT,84106,
"OCEAN DEVELOPMENT, INC.",NA,6cc7bd24-14c3-48a7-a9e8-33d5dd7f2e34,NA,org_rg_8970_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1200,5900,Huntington Beach,CA,92649,
PACIFIC COAST COMPANIES INC.,PACIFIC COAST COMPANIES,282026ec-3814-434d-af9f-cea5f84e20be,NA,org_rg_8971,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Rancho Cordova,CA,95670,
"PACIFIC COAST COMPANIES, INC., PACIFIC COAST BUILDING PRODUCTS",PACIFIC COAST COMPANIES,282026ec-3814-434d-af9f-cea5f84e20be,NA,org_rg_8971,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,39200,Rancho Cordova,CA,95741,
"DWO ENTERPRISES, INC.",NA,0b7f8ad5-cab7-41e6-b014-43b9cde50fd4,NA,org_rg_8977_a,don't add,no,,adding_to_existing,TRUE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Rancho Santa Fe,CA,92091,
G3 ENTERPRISES,NA,a5d0366b-c20c-4ee0-ac98-4b1d49bbacca,NA,org_rg_8977_b,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,150,39200,Modesto,CA,95358,
"GBH ENTERPRISES, INC.",NA,0d9d898e-e975-4a45-955c-43f8fe640b9c,NA,org_rg_8977_c,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,412.5,39200,Victorville,CA,92395,
J.G. ENTERPRISES,NA,bb6043f9-b021-4070-911e-78952e504c77,NA,org_rg_8977_d,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,300,39200,Ridgecrest,CA,93555,
JAVA ENTERPRISES,NA,2437b9a9-2f23-4429-bd3b-af2d005f2df0,NA,org_rg_8977_e,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,100,39200,San Diego,CA,92129,
JFS ENTERPRISES,NA,df6855d2-b76a-4b59-92e7-bbeba44a4475,NA,org_rg_8977_f,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,1150,39200,Fresno,CA,93711,
"MVK ENTERPRISES, INC.",NA,b17bba89-996e-49a6-9579-c4624d1d282b,NA,org_rg_8977_g,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,110,39200,San Jose,CA,95124,
"SY ENTERPRISES, INC.",NA,7734645f-1a19-4fdb-9d2a-019b8920061e,NA,org_rg_8977_h,don't add,no,,adding_to_existing,TRUE,FALSE,FALSE,1,internal_fuzzy,5000,39200,San Ysidro,CA,92173,
VB ENTERPRISES *,NA,13bf55e3-2a14-4901-b844-8fb55593d690,NA,org_rg_8977_i,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,684,39200,Livermore,CA,94551,
"VOLK ENTERPRISES, INC.",NA,9f3e3802-0976-4338-8faa-9503e8d68cb7,NA,org_rg_8977_j,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,50,39200,Alpharetta,GA,30004,
WOOLF ENTERPRISES,NA,9dc9f1d2-6450-44d3-b75d-b8d4a6d359ac,NA,org_rg_8977_k,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,39200,Fresno,CA,93711,
SIERRA PACIFIC INDUSTRIES INC.,NA,97cefdc9-e4a5-42dd-a7f4-875546aabee1,NA,org_rg_8984_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,10000,10000,Anderson,CA,96007-4908,
SIERRA PACIFIC WEST INC.,NA,212f5f0c-cca3-4300-a444-7962c34ef1ff,NA,org_rg_8984_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,150,10000,Vista,CA,92081,
MEDIC AMBULANCE SERVICE AND AFFILIATES,MEDIC AMBULANCE SERVICE,da6b9fd4-b3f5-473f-90f3-cc388246fde0,NA,org_rg_8985,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,35000,Vallejo,CA,94590,
MEDIC AMBULANCE SERVICE INC.,MEDIC AMBULANCE SERVICE,da6b9fd4-b3f5-473f-90f3-cc388246fde0,NA,org_rg_8985,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,internal_fuzzy,35000,35000,Vallejo,CA,94590-2408,
D&N MANAGEMENT LLC (DOMINIC ASSALI),NA,a481bc7a-38b8-4fc0-9bb6-ac54e5eff65d,NA,org_rg_8987_a,don't add,no,,adding_to_existing,TRUE,FALSE,FALSE,1,internal_fuzzy,39200,40200,Ceres,CA,95307-9527,
NRD MANAGEMENT LLC (NATHAN DAVIT),NA,49c79503-240d-457c-83e5-3754373481aa,NA,org_rg_8987_b,don't add,no,,adding_to_existing,TRUE,FALSE,FALSE,1,internal_fuzzy,1000,40200,Phoenix,AZ,85016-7849,
VNR MANAGEMENT LLC(VIPUL DAYAL),NA,b8524b8c-dbd2-4126-842d-995e61b8adec,NA,org_rg_8987_c,don't add,no,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,395,40200,San Diego,CA,92131,
BSK & ASSOCIATES,NA,fe2f99ff-d545-45c5-9356-9e929bc55a0e,NA,org_rg_8992_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1720,39200,Fresno,CA,93727,
"F3 & ASSOCIATES, INC.",NA,395c93bc-56cf-47b3-9ce5-602d9627f536,NA,org_rg_8992_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1508,39200,Benicia,CA,94510,
"FPL AND ASSOCIATES, INC.",NA,eb733e22-a976-45d9-ad72-200145ef6002,NA,org_rg_8992_c,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,794,39200,Irvine,CA,92606,
FRIEND & ASSOCIATES,NA,1310845c-e52e-4e74-a93d-e5a66ffc6e13,NA,org_rg_8992_d,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,250,39200,Chicago,IL,60642,
GIBBS & ASSOCIATES,NA,7ae62021-396c-42a5-a24e-369bf76afa4b,NA,org_rg_8992_e,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,39200,Sacramento,CA,95814,
"JULES AND ASSOCIATES, INC. (JULES BUENABENTA)",NA,b6220d4b-84eb-474b-a370-18b4c906107c,NA,org_rg_8992_f,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Los Angeles,CA,90071-3336,
"JV AND ASSOCIATIES, INC.",NA,f1a46487-54c3-4aa9-8a42-907f6a502866,NA,org_rg_8992_g,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,105,39200,Redwood City,CA,94062,
RK & ASSOCIATES INC.,NA,c37f07a9-7336-45c5-82f9-18f3b36877ae,NA,org_rg_8992_h,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,266,39200,Union City,CA,94587,
WNC & ASSOCIATES INC.,NA,2692788f-a64f-496f-bece-0ad2a1b8cb4b,NA,org_rg_8992_i,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1500,39200,Irvine,CA,92614,
YEH AND ASSOCIATES,NA,6d7ab8f5-9524-45c3-b2ee-4ee593171fe8,NA,org_rg_8992_j,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,570,39200,Grover Beach,CA,93433,
LSMA MANAGEMENT INC.,NA,44109b53-297b-4506-81a4-588ea6343b45,NA,org_rg_8993_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,10000,10000,Redlands,CA,92373-3145,
"MAG MANAGEMENT, INC.",NA,e3d74091-d806-49c7-a6f6-cfe827599f34,NA,org_rg_8993_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2157,10000,San Francisco,CA,94124-1233,
MESA MANAGEMENT INC. AND AFFILIATED ENTITIES,NA,a508980f-b23d-4856-9763-8e29dded82ef,NA,org_rg_8993_c,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,3793.58,10000,Newport Beach,CA,92660,
"BC ENGINEERING GROUP, INC.",NA,122e2378-0858-48b9-bbef-d97639613859,NA,org_rg_8994_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,622,10000,Santa Rosa,CA,95403,
JACOBS ENGINEERING GROUP INC.,NA,afdcf8b5-6592-4a2e-8a25-35a27bb667b3,NA,org_rg_8994_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,10000,10000,Dallas,TX,75201-6850,
COLUSA INDIAN COMMUNITY COUNCIL,CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA INDIAN COMMUNITY,ac7ca14a-b71e-424c-adb9-035e912b8f00,NA,org_rg_8995,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Colusa,CA,95932-4022,
COLUSA INDIAN COMMUNITY COUNCIL/CACHIL DEHE BAND OF WINTUN INDIANS,CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA INDIAN COMMUNITY,ac7ca14a-b71e-424c-adb9-035e912b8f00,NA,org_rg_8995,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,3000,39200,COLUSA,CA,95932,
PATTERN ENERGY GROUP LP,PATTERN ENERGY,f250119b-009d-48e3-84a7-075a9e70b3c0,NA,org_rg_8998,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,25000,25000,San Francisco,CA,94111-1308,
PATTERN ENERGY GROUP SERVICES LP,PATTERN ENERGY,f250119b-009d-48e3-84a7-075a9e70b3c0,NA,org_rg_8998,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,25000,San Francisco,CA,94111,
SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,69635215-8877-481f-819e-2a0e8484e1d8,1327739,org_rg_8999,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,15000,15000,Washington,DC,20005-3815,not sure if this is linked to sunpac - DD links them. I kept them separate since they're two separate pacs and we default to pac name when its a sponsored by case
"SOLAR ENERGY INDUSTRIES ASSOCIATION, INC. CALIFORNIA PAC",SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,69635215-8877-481f-819e-2a0e8484e1d8,NA,org_rg_8999,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,15000,Washington,DC,20005,not sure if this is linked to sunpac - DD links them. I kept them separate since they're two separate pacs and we default to pac name when its a sponsored by case
ASSN OF CALIFORNIA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,f6d8ad00-8aa4-47d4-a371-a5b23db82998,842151,org_rg_90,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,78400,Sacramento,CA,95814,
ASSOCIATION OF CA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,f6d8ad00-8aa4-47d4-a371-a5b23db82998,842151,org_rg_90,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,23600,78400,Sacramento,CA,95814,
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,f6d8ad00-8aa4-47d4-a371-a5b23db82998,842151,org_rg_90,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,10,map1_bridge | same_contributor_id | same_contributor_id,103200,78400,Burlingame | Sacramento,CA,94010-1613 | 95814 | 95814-4503,
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS PAC SMALL CONTRIBUTOR COMMITTEE,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,f6d8ad00-8aa4-47d4-a371-a5b23db82998,842151,org_rg_90,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,10,same_contributor_id,79900,78400,Sacramento,CA,95814,
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,f6d8ad00-8aa4-47d4-a371-a5b23db82998,842151,org_rg_90,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,9,map1_bridge | same_contributor_id | same_contributor_id,120300,78400,Burlingame | Sacramento | SACRAMENTO,CA,94010-1613 | 95814 | 95814-2814,
REDWOOD EMPIRE CHAPTER CAMFT,NA,a6259567-a1ef-47ec-8df4-0771e0a57422,NA,org_rg_9000_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,250,5000,Rohnert Park,CA,94928,
REDWOOD EMPIRE CHAPTER NECA,NA,5d82c50b-22b1-4592-88b1-272d6d49a856,NA,org_rg_9000_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,5000,Pataluma,CA,94952,
AMES CONSTRUCTION,NA,7b66cf4b-0b25-4e96-9a15-1f1116ecf822,NA,org_rg_9003_a,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,742.5,13412.03,Corona,CA,92880,
BUTTE CONSTRUCTION COMPANY,NA,0f17cdd1-2011-4c88-8023-befe4f4f1fd8,NA,org_rg_9003_b,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,819.75,13412.03,Chico,CA,95928,
EVRA CONSTRUCTION,NA,66c5be5c-ada5-479f-ae4b-633d792c4e38,NA,org_rg_9003_c,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,353,13412.03,Brisbane,CA,94005,
FARR CONSTRUCTION COMPANY,NA,7e75947f-676e-4fc3-ab38-500e12250264,NA,org_rg_9003_d,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1098,13412.03,Sparks,NV,89431,
"GCI CONSTRUCTION, INC.",NA,24ac5d00-52fd-4f46-8527-bd1f1805dff6,NA,org_rg_9003_e,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,3688.2,13412.03,San Clemente,CA,92673,
"GS CONSTRUCTION, INC.",NA,7ebf8fba-457b-4248-97b3-015a2353be4d,NA,org_rg_9003_f,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,266,13412.03,Scotts Valley,CA,95066,
JHK CONSTRUCTION,NA,0469e3b7-83f7-4e44-b9f0-6416e7ddb5f2,NA,org_rg_9003_g,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,353,13412.03,Escalon,CA,95320,
JMJ CONSTRUCTION,NA,5173f12e-5e12-470f-9c28-bcf5c4857091,NA,org_rg_9003_h,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,159.15,13412.03,New Lisbon,WI,53950,
K.A.R. CONSTRUCTION INC.,NA,7c776ad3-9757-4f89-bfed-90848eaa7691,NA,org_rg_9003_i,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1077.34,13412.03,Ontario,CA,91762,
MAI CONSTRUCTION,NA,31e1f256-537a-495f-8ce9-98d6e65e2f08,NA,org_rg_9003_j,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,165,13412.03,San Jose,CA,95134,
MS CONSTRUCTION,NA,43437b8b-9d82-4e33-90ff-d75b297a19ce,NA,org_rg_9003_k,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,204.94,13412.03,Sacramento,CA,95828,
PCL CONSTRUCTION INC,PCL CONSTRUCTION,5b5c3860-4f0f-4606-ae2e-3300cf91b057,NA,org_rg_9003_l,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,100,13412.03,Irvine,CA,92606,
"PCL CONSTRUCTION SERVICES, INC.",PCL CONSTRUCTION,5b5c3860-4f0f-4606-ae2e-3300cf91b057,NA,org_rg_9003_l,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,4097.85,13412.03,Glendale,CA,91203,
"RAM CONSTRUCTION, INC.",NA,17df3543-1a85-42f7-a416-af5a0b97655f,NA,org_rg_9003_m,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,300,13412.03,Irvine,CA,92612,
RAMINHA CONSTRUCTION,NA,eee7387c-941b-49ca-9178-15f2f7b31e86,NA,org_rg_9003_n,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,250,13412.03,Atascadero,CA,93422,
REM CONSTRUCTION INCORPORATED,NA,2cbe7140-efe0-45d6-a7f5-1214ca942f27,NA,org_rg_9003_o,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,353,13412.03,Chico,CA,95928,
"RSH CONSTRUCTION, INC.",NA,e6d29c6f-7010-44ec-807a-82a4fe4b6f61,NA,org_rg_9003_p,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,713,13412.03,Atascadero,CA,93422,
"S&H CONSTRUCTION, INC.",NA,2fbafc11-ccd4-4869-b8a5-492227f77ecf,NA,org_rg_9003_q,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,353,13412.03,Fremont,CA,94538,
SEALS CONSTRUCTION INC.,NA,8f7407ec-b6cd-40b8-b63e-c6a67bf394f6,NA,org_rg_9003_r,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2110.5,13412.03,Visalia,CA,93291,
"T.D.W. CONSTRUCTION, INC.",NA,a0943876-f5c8-4de5-92e3-a6d60c807e2e,NA,org_rg_9003_s,don't add,no,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,452,13412.03,Livermore,CA,94551,
